proxy_kind,calib_method,proxy_batch_size,n,sel_acc,sel_correct,sel_total,bal_sel_acc,sel_acc_large_better,sel_acc_small_better,n_large_better,n_small_better,gap_bias,gap_slope,gap_pearson,gap_spearman,l_r2,l_pearson_r,l_spearman_rho,s_r2,s_pearson_r,s_spearman_rho
ac_mc,identity,1024,300,0.8133333333333334,244,300,0.7125089691461373,0.911504424778761,0.5135135135135135,226,74,0.029285111758880322,0.9606075914620686,0.7689914597681337,0.6371573352809403,0.6265751266871916,0.7915649857637663,0.7717867600068754,0.7491587064119576,0.8655395464171222,0.8494288593178622
ac_mc,identity,2048,150,0.8133333333333334,122,150,0.7125089691461373,0.911504424778761,0.5135135135135135,113,37,0.02878144094233672,0.9757983001272139,0.7773294100805206,0.6418271069957656,0.6291156061072285,0.7931680818762367,0.7931352357001528,0.751717834809858,0.8670166289119592,0.857400651583433
ac_mc,identity,512,600,0.8161888701517707,484,593,0.7110713613255507,0.911504424778761,0.5106382978723404,452,141,0.030448047949695238,0.9296948783737509,0.7529042270511755,0.6216822143894594,0.6271294144921128,0.7919150298435513,0.7575558869105513,0.7449187804172251,0.8630867745581698,0.8431384964890154
atc,beta,512,600,0.7858347386172007,466,593,0.6887199523002573,0.8738938053097345,0.5035460992907801,452,141,0.0161871128493943,0.9986873803071832,0.6770222598656948,0.625707078822766,0.5918613755876008,0.7693252729422067,0.6362617413253334,0.627552637435737,0.7921821996458498,0.8394466739143032
atc,identity,512,600,0.5193929173693086,308,593,0.6847345132743363,0.3694690265486726,1.0,452,141,-0.12408715583791499,1.4179909111885565,0.7156082044735612,0.6738450493372624,0.5988078051462064,0.7738267281156721,0.6362617413253334,0.7671545916410141,0.8758736162489507,0.8394466739143032
atc,isotonic,1024,300,0.5133333333333333,154,300,0.6769911504424779,0.35398230088495575,1.0,226,74,-0.017084991939734947,0.3248541062889617,0.6085687179897448,0.5390981671859346,0.537015750312321,0.7328135849670917,0.6793301761627506,0.8349279107864694,0.9137438978107977,0.8008284657559953
atc,isotonic,2048,150,0.5133333333333333,77,150,0.6769911504424779,0.35398230088495575,1.0,113,37,-0.017259680674236763,0.33077950873634354,0.6218409329343494,0.5577716748074248,0.5400135239190177,0.7348561246387062,0.6882399723155082,0.8417975623222165,0.9174952655584749,0.7924099828697847
cot,linear,1024,300,0.8066666666666666,242,300,0.6762736187514948,0.9336283185840708,0.4189189189189189,226,74,0.012935374093087352,0.19435025399236447,0.6443929446810751,0.3054260860375932,0.7328861576671712,0.8560877044247109,0.81707188628297,0.8741144941230029,0.934940904080575,0.9192500290478504
cot,platt,1024,300,0.8066666666666666,242,300,0.6762736187514948,0.9336283185840708,0.4189189189189189,226,74,0.012827257165684287,0.19480611988231863,0.6497642674167791,0.3120768807629693,0.7313650156013911,0.8551988164172066,0.81707188628297,0.8737999084487093,0.934772650674328,0.9192500290478504
atc,isotonic,512,600,0.5092748735244519,302,593,0.6756574405322286,0.3584070796460177,0.9929078014184397,452,141,-0.01699388251713381,0.3164390492523902,0.5951147801588068,0.5223747290402354,0.5296339401490077,0.7277595345641359,0.6731823484443373,0.8139269568890427,0.9021790049037068,0.8142019622793617
atc,beta,128,2355,0.754750331418471,1708,2263,0.6726084234377485,0.8501510574018127,0.49506578947368424,1655,608,0.02194401148007297,0.8388158949381956,0.6101832032207153,0.5183103859550734,0.5678561557784593,0.753562310481661,0.6142810343793569,0.5927162523813979,0.7698806741186571,0.8098932978472287
atc,identity,1024,300,0.5066666666666667,152,300,0.6725663716814159,0.34513274336283184,1.0,226,74,-0.12481939725163438,1.4611151510940092,0.7312452761462586,0.6995303992100153,0.6022334000810041,0.776036983706965,0.6402960283998026,0.7727168794005624,0.8790431612842241,0.846272074142891
ac_mc,isotonic,1024,300,0.5066666666666667,152,300,0.6725663716814159,0.34513274336283184,1.0,226,74,-0.029615258957384205,0.5006092431363363,0.5922425520329111,0.45023938682683906,0.5080571019652361,0.7127812441171808,0.6860212627995231,0.8343752529087766,0.9134414337595906,0.7953466502960679
atc,identity,2048,150,0.5,75,150,0.668141592920354,0.336283185840708,1.0,113,37,-0.1255325272453666,1.4881723567135547,0.7425835975932433,0.7111207711514095,0.6064072608431601,0.7787215553990785,0.6514334480184404,0.7768284025121222,0.8813786941559922,0.8586915456109264
nuclear_norm,identity,128,2355,0.7728678745028723,1749,2263,0.664705239306726,0.8984894259818731,0.4309210526315789,1655,608,0.029392264403445317,0.8599605314653531,0.7334862879746405,0.6016231741369363,0.6435952105570637,0.8022438597814655,0.7520080009250921,0.8112244779848012,0.9006800086516861,0.8681445162626702
cot,identity,128,2355,0.6981882456915599,1580,2263,0.6594301558276356,0.743202416918429,0.5756578947368421,1655,608,0.0027468572113644486,0.12059745857424968,0.5013844728513772,0.3972131842540654,0.4101425386896856,0.6404237180880215,0.5915164659572475,0.5530684478759688,0.7436857184832641,0.7312372814721296
ac_mc,isotonic,2048,150,0.5,75,150,0.6590528581679025,0.34513274336283184,0.972972972972973,113,37,-0.02956194730224715,0.5102129904627731,0.6029760988412297,0.45161180690727976,0.5113594879306766,0.7150940413195153,0.6983842383544147,0.8405637660524018,0.9168226470001719,0.7881767781461899
atc,beta,1024,300,0.7666666666666667,230,300,0.6588136809375748,0.8716814159292036,0.44594594594594594,226,74,0.015765612872467083,1.0221009377617882,0.6974543888192614,0.6461491421905351,0.6075452899049827,0.7794519163521139,0.6402960283998026,0.6293134610909158,0.7932927965706709,0.846272074142891
ac_mc,identity,128,2355,0.7688908528501989,1740,2263,0.6562634162823978,0.8996978851963746,0.4128289473684211,1655,608,0.03450786042813058,0.7826842622111029,0.6893720211755419,0.5574023972450256,0.6019587197939403,0.7758599872360608,0.710550143379517,0.7223651108940572,0.8499206497632924,0.8270633730107169
atc,beta,2048,150,0.7666666666666667,115,150,0.654269313561349,0.8761061946902655,0.43243243243243246,113,37,0.015223365683839514,1.0399485721116317,0.7075285581503115,0.6563812312131347,0.612116257593799,0.7823785896826414,0.6514334480184404,0.6328767090520968,0.7955354857277561,0.8586915456109264
atc,identity,128,2355,0.5139195757843571,1163,2263,0.6531066147241215,0.3522658610271903,0.9539473684210527,1655,608,-0.11666616960367149,1.1820581109098929,0.636607526841295,0.5618965104809163,0.568122737792433,0.7537391709287988,0.6142810343793569,0.7296853839160398,0.8542162395529833,0.8098932978472287
