"mode","corruption","severity","duo/ece","duo/nll","duo/accuracy","duo/acc3","duo/acc5","duo/f1","duo/brier","large/ece","large/nll","large/accuracy","large/acc3","large/acc5","large/f1","large/brier","small/ece","small/nll","small/accuracy","small/acc3","small/acc5","small/f1","small/brier"
"no_adapt","brightness","5","0.0348342897681892","1.0287425431879378","0.74874","0.88772","0.92222","0.7468848526667519","0.3495965600013733","0.04630965352319181","1.4334050753033396","0.68546","0.8397","0.88072","0.6852394263249253","0.43164241313934326","0.29013159658730026","1.634648345704117","0.7105","0.86114","0.9012","0.7072978429390187","0.5059425234794617"
"no_adapt","contrast","5","0.19828333126485348","4.120649793437105","0.3217","0.46118","0.51896","0.3364168374191631","0.8711850047111511","0.12299903611481189","5.179553651871094","0.18384","0.28186","0.32588","0.23857205268553283","0.9625310897827148","0.16293224442303184","4.866419422807157","0.2255","0.34764","0.40282","0.22478751137822917","0.9475616216659546"
"no_adapt","defocus_blur","5","0.11214934808418156","3.5886141567839465","0.34098","0.49702","0.56464","0.33662380069542464","0.814764142036438","0.059909583490490914","3.7208663260412234","0.31048","0.45836","0.5206","0.31288047317076223","0.819546639919281","0.09723464470416307","5.299127948465855","0.14258","0.24276","0.29756","0.13446956016643546","0.9716025590896606"
"no_adapt","elastic_transform","5","0.02218504751600325","2.3758242284961186","0.51472","0.67612","0.73362","0.5146922387697238","0.6118387579917908","0.10602246275559069","3.309532660249478","0.3939","0.54458","0.604","0.40403709426078355","0.7616146206855774","0.30622416802167896","3.2725586759828382","0.47336","0.63934","0.70032","0.46176163928695346","0.7971699237823486"
"no_adapt","fog","5","0.16655615215957165","1.7926032886836025","0.64964","0.80682","0.84862","0.6477434974283224","0.5048085451126099","0.2642623067930341","2.9217188472233238","0.48726","0.66332","0.72032","0.538899750393042","0.7719883322715759","0.4267917798575759","2.915692260051986","0.58656","0.74918","0.79848","0.5802896307183054","0.7823913097381592"
"no_adapt","frost","5","0.10951124197840692","2.0945265405382747","0.5829","0.73884","0.78838","0.5862124970731081","0.5628475546836853","0.13705264289796354","2.5416825858396246","0.52566","0.67556","0.7275","0.5345757490113869","0.6493293642997742","0.3310933562004566","3.4967033883452685","0.4632","0.61962","0.6774","0.4643665711595952","0.8368937373161316"
"no_adapt","gaussian_noise","5","0.20029585493832824","3.5999425403692755","0.38118","0.53746","0.6007","0.38333757267844043","0.8204382061958313","0.061927275695353744","3.468698519868894","0.35682","0.50116","0.56084","0.3660098041070258","0.78183913230896","0.13343684247583149","5.462149453896644","0.16422","0.26798","0.32154","0.1621437100376616","0.975666344165802"
"no_adapt","glass_blur","5","0.054315464882254604","4.077270105850833","0.27176","0.40838","0.46996","0.2624461723896122","0.8534132838249207","0.14437416575163603","4.6771567695979614","0.21488","0.33072","0.38754","0.21301998780530298","0.927302360534668","0.11290797992318868","5.262566573651264","0.15888","0.26186","0.31634","0.14530550463730904","0.9676671624183655"
"no_adapt","impulse_noise","5","0.21509134056448936","3.5969261422595906","0.38548","0.54718","0.61386","0.3880661364816947","0.8259041905403137","0.09177044485792518","3.4156726743059043","0.36884","0.51738","0.57852","0.3793515500967507","0.7820325493812561","0.13239135354161263","5.487811676309832","0.16094","0.26598","0.31904","0.1606968372380763","0.9771426320075989"
"no_adapt","jpeg_compression","5","0.0709965400314331","2.049661937304746","0.57328","0.74524","0.79876","0.572516387413086","0.5714520812034607","0.04082751140892506","2.2215313803624817","0.53282","0.70742","0.7662","0.5339421800985038","0.6036247611045837","0.29343080437362196","3.7500558358520117","0.40998","0.57274","0.63334","0.40336480261733926","0.8616352081298828"
"no_adapt","motion_blur","5","0.08091180367380381","2.9645803064905536","0.4253","0.58828","0.65364","0.43193533976880355","0.7186393737792969","0.08277201931677759","3.624247803679637","0.33174","0.47812","0.54072","0.3541750198923245","0.8050470352172852","0.2137174395661056","4.294541067065075","0.30028","0.4473","0.51288","0.2929285451933953","0.9130697846412659"
"no_adapt","pixelate","5","0.057054499271735545","2.1522411205634766","0.54906","0.7213","0.77918","0.5502143254001067","0.5901645421981812","0.04824768673241139","2.7188345109765906","0.46202","0.62964","0.69028","0.47072952875044166","0.6808722019195557","0.30623014614403254","3.498983831674263","0.4382","0.6096","0.6752","0.43130356869315173","0.8420331478118896"
"no_adapt","shot_noise","5","0.18657197506248951","3.56357295374756","0.37636","0.534","0.59888","0.37940018499184286","0.8133975267410278","0.02784265555202961","3.509564784192127","0.3435","0.49174","0.5538","0.35399842039313323","0.7874842286109924","0.13812989149689675","5.4084158531438","0.16958","0.27246","0.32584","0.16823236490699806","0.974531888961792"
"no_adapt","snow","5","0.046734655469208956","2.2841226406202138","0.52974","0.69674","0.75322","0.5344829799781882","0.6019377112388611","0.057222371887639165","3.1924472288064014","0.39246","0.5537","0.61782","0.4117551335564477","0.7518023252487183","0.2764274510920048","3.2617406518752254","0.46106","0.62474","0.6857","0.45761819757088623","0.7863619327545166"
"no_adapt","zoom_blur","5","0.05020725511014461","2.6144333370641113","0.46718","0.64242","0.70704","0.470094485908858","0.6746166944503784","0.09736365580037236","3.575293880912115","0.33548","0.4855","0.5512","0.34714738252081156","0.8108663558959961","0.28487415202707056","3.6244307665935667","0.40998","0.57656","0.6424","0.40368106287130434","0.8562653660774231"
